test_id,turn_no,user_query,pass_fail,total,detected_intent,actual_route,expected_routes,tools_called,source_types,postgres_used,enterprise_rag_used,external_api_used,evidence_status,latency_ms,exception,failure_reasons,response_text
T005,3,그 상품 위험은?,PASS,10,PRODUCT_RECOMMENDATION|PRODUCT_RISK_LOOKUP|PRODUCT_RISK_FILTER,product,product,product,product|postgres|enterprise_rag|enterprise_document,True,True,False,{'matched': 47},160.3,,,"미래에셋AI퀀트미국투자등급회사채증권자투자신탁(채권)의 투자위험등급은 4등급(보통 위험)입니다.

주요 위험:
- 원본손실위험: 원본손실위험
- 종목위험: 이 집합투자기구가 투자하는 투자대상종목의 가치는 해당종목 발행회사의 영업환경, 재무상황 및 신 용상태의 악화에 따라 급격히 변동될 수 있습니다. 따라서, 주식뿐만 아니라 채권 등 비교적 안전자산 이라 할지라도 해당 종목의 가격변동에 의해 원금손실을 입게 될 수도 있습니다.
- 금리 변동위험: 채권의 가치는 이자율 등 여러 거시경제지표의 변화에 따른 가격변동 위험에 노출됩니다. 일반적으로 채권은 시장이자율이 상승하는 경우 채권가격을 결정하는 할인율이 함께 상승함에 따라 그 가치가 하 락하는 특징이 있으며, 이로 인해 채권투자 시에도 투자원금의 손실 가능성을 전혀 배제할 수는 없습 니다.
- 환율변동 및 환헤지에 따른 위험: 이 투자신탁은 환헤지를 실시하지 않습니다. 그러나 이 투자신탁이 주로 투자하는 모투자신탁은 환율 변동위험 경감을 위한 환헤지 전략을 실행할 계획입니다. 다만, 이 모투자신탁의 환헤지 전략은 미국 달러(USD)와 원화()간의 환헤지 실행으로 미국달러 이외의 이종통화 표시 외화자산과 미국달러간 의 환율변동에 따른 손익 변동성에는 노출되어 있습니다. 즉, 외화자산인 투자자산의 가치가 원화 ()와 미국달러(USD)간 상대적 가치의 변화에 따라 변동되는 것을 방지하는 것을 목적으로 환헤지 를 실행하므로 투자자산이 미국달러 자산인 경우 원화와 미국 달러간 상대적 가치의 변화에 따라 변 동되는 것을 방지하는 수단이 될 수 있으나 투자자산이 미국달러 이외의 이종통화 표시 자산인 경우 이종통화와 미국달러간 상대적 가치의 변화에 따른 변동에 노출됩니다. 그러나 이러한 환헤지 계획에 도 불구하고 환헤지 거래상대방의 거래불능 상황 또는 해당 통화의 거래가 일시적 혹은 상당기간 시 장에서 거래되지 못하는 상황이 되는 등 환헤지 전략수행이 불가능한 상황에 직면할 수 있으며, 이 경 우 헤지 거래가 전액 실행되지 못하거나 환율변동 위험이 감소하지 않을 수 있습니다. 한편, 환헤지를 하는 경우에도 보유자산의 가치변동으로 인해 헤지비율이 달라질 수 있으며 집합투자업자는 순자산가 치의 변동, 유동성 비율 등 집합투자기구의 운용현황을 고려하여 환헤지 전략의 효과적인 수행이 어렵 다고 판단될 경우 환헤지를 수행하지 않을 수도 있습니다. 또한, 환헤지를 수행하는 과정에서 거래수 수료 등의 추가적인 비용이 발생합니다.
- 국가위험: 이 집합투자기구는 해외에 투자할 수 있기 때문에 투자대상국가의 시장, 정치 및 경제상황 등에 따른 위험에 매우 많이 노출이 되어 있습니다. 일부 국가의 경우 외국인 투자 한도, 넓은 매매호가 차이, 거 래소의 제한된 개장시간과 거래량 부족 등으로 인해 유동성에 제약이 발생할 수도 있습니다. 또한, 해 당국가 정부정책 및 제도의 변화로 인해 예상치 못한 자산가치의 손실이 발생할 수 있으며, 외국인에 대한 투자제한, 조세제도 변화 등의 정책적 변화 및 사회전반적인 투명성 부족으로 인한 공시자료의 신뢰성 등의 위험도 있습니다.
- 파생상품 위험: 파생상품은 작은 증거금으로 거액의 결제가 가능한 지렛대 효과(레버리지효과)로 인하여 기초자산에 직접 투자하는 경우에 비하여 훨씬 높은 위험에 노출될 수 있습니다.
- 부도등의 위험: 이 집합투자기구가 투자하는 종목의 발행회사 신용상태가 급격히 악화되거나, 장외파생상품투자의 경우 거래상대방이 파산하거나 신용위기를 경험하는 경우에는 투자자금 전액의 회수가 불가능할 수도 있습니다.
- 소규모펀드의 타펀드 자동전환 위험: 소규모펀드의 타펀드 자동전환 위험
- 해외투자위험(자금송환위험): 해외투자위험(자금송환위험)
- 신용등급 하락 위험: 발행자의 신용평가등급 하락 등으로 인해 투자신탁재산으로 보유하고 있는 채권 등 자산의 신용평가등급이 취득 시점 대비 하락하여 이 투자신탁에서 정한 신용평가등급에 미달될 수 있습니다. 이 경우 집합투자업자는 해당 자산 처분 등 투자자 보호를 위한 적절한 조치를 취하지만 즉각적인 처분이 어려운 경우 이 투자신탁에서 정한 신용평가등급에 미달하는 자산을 보유하게 되며 이는 투자신탁 순자산가치 하락을 일으켜 투자 손실이 발생할 수 있습니다.
- 후순위채권 위험: 이 집합투자기구는 후순위 채권(투자신탁재산을 그 발행인이 파산하는 때에 다른 채무를 우선 변제하고 잔여재산이 있는 경우에 한하여 그 채무를 상환한다는 조건이 있는 채권)에 투자할 수 있기 때문에 투자신탁재산의 발행인의 파산시 투자원본손실이 발생할 수 있습니다.
- 과세위험: 과세위험
- 적극적매매위험: 이 집합투자기구는 투자목적 달성을 위해 적극적인 매매전략을 수행할 수 있으며, 통상 이러한 전략은 상대적으로 높은 매매비용을 수반하는 경향이 있습니다. 또한, 동 전략은 일반적으로 시장수익률과 괴리가 클 수 있으므로, 기대수준이 시장수익률 수준인 투자자에게는 적합하지 않습니다.
- 투자자금 회수위험(유동성위험): 환매금지형 집합투자기구가 아님에도 불구하고, 투자대상 자산이 매각이 어려운 자산일 경우 환매에 대응하기 위한 자산의 중도매각이 어려워 환매에 제때 응하지 못할 수 있습니다. 또한 매각이 된다고 하더라도 중도매각에 따른 추가적인 손실이 발생할 수도 있습니다.
- 환매청구시위험: 환매를 청구하는 날과 환매대금을 결정하는 기준가격 적용일이 다르기 때문에 환매시 환매청구일로부터 환매기준가격 적용일까지의 집합투자기구 재산의 가치변동에 따른 위험에 노출됩니다. 또한 환매수수료가 부과되는 기간 중에 환매한 경우에는 환매수수료의 부과로 인해 투자손실이 발생하거나 손실의 폭이 더욱 확대될 수 있습니다.

근거 출처: 투자설명서 / 상품 DB 기준 (R2_KR5153420318.pdf), 4쪽."
T006,1,IRP에 가입하고 싶은데 어떻게 해?,PASS,10,ACCOUNT_PROCEDURE,document,document|document+law,document,enterprise_rag|enterprise_document,False,True,False,{'matched': 5},11069.8,,,"IRP에 가입하려면 다음과 같은 절차를 따르시면 됩니다:

1. **가입 자격 확인**: 개인사업자 대표나 다른 법에 따라 퇴직급여를 받는 사람도 IRP에 가입할 수 있습니다. 다만, 일부 직군은 별도의 퇴직급여제도를 적용받으므로 가입 가능 여부를 확인해야 합니다. 예를 들어, 공무원, 군인, 사립학교 교직원 등은 별도의 제도를 적용받습니다. 외국인 근로자도 가입이 가능하지만, E-9(비전문취업) 및 H-2(방문취업) 비자인 경우 출국만기보험 또는 신탁에 가입해야 합니다.

2. **가입 방법**: 가입자는 당사 지점을 방문하거나 온라인을 통해 가입할 수 있습니다. 이미 퇴직 처리된 후에도 사후 합산과세를 원할 경우 관할 세무서에 경정청구가 가능합니다.

3. **납입 및 운용**: 가입 후에는 퇴직급여나 부담금을 적립하고 운용할 수 있으며, 이를 통해 노후 자금을 마련할 수 있습니다.

4. **의무 이전 규정**: 근로자가 퇴직할 때 법정 사유를 제외하고는 퇴직급여를 IRP로 의무 이전해야 합니다. 다만, 55세 이후 퇴직, 퇴직급여 300만 원 이하 등의 경우에는 예외가 적용될 수 있습니다.

5. **연금 수령**: 만 55세 이후에 퇴직하는 경우 IRP에서 수령한 후 연금저축계좌로 이전이 가능합니다.

이 외에도 자세한 사항은 미래에셋 연금 홈페이지나 고객센터를 통해 문의하시면 더욱 정확한 정보를 얻을 수 있습니다."
T007,1,TDF가 뭐야?,PASS,10,GENERAL_EDUCATION|GENERAL_CONCEPT,document,document,document,enterprise_rag|enterprise_document,False,True,False,{'matched': 5},9720.9,,,"네, TDF에 대해 설명드리겠습니다.

TDF(Target Date Fund)는 투자자의 은퇴 시점을 목표로 하여, 그 시점에 맞춰 자산 배분을 조정하는 펀드입니다. 주로 퇴직연금 제도 내에서 활용되며, 다음과 같은 특징이 있습니다:

1. **투자 한도**: 금융감독원장이 정한 조건을 충족하는 경우, DC(확정기여형)와 IRP(개인형 퇴직연금)에서는 적립금의 100%까지 투자가 가능합니다. 반면, DB(확정급여형)는 70%까지만 투자가 가능합니다.

2. **조건 충족 필요**: TDF가 100% 투자 가능하려면 금융감독원장이 정한 3가지 조건을 모두 만족해야 합니다. 이 조건들은 다음과 같습니다.
   - 투자 목표 시점을 집합투자기구의 설정일로부터 5년 이후로 하고, 집합투자증권의 명칭에 기재할 것.
   - 주식의 투자 한도를 집합투자기구 자산총액의 80% 이내로 하며, 투자 목표 시점 이후에는 자산총액의 40% 이내로 제한할 것.
   - 투자 적격 등급 이외의 채무증권의 투자 한도를 자산총액의 20% 이내로 하고, 채무증권의 투자액의 50% 이내로 제한할 것.

이와 같은 특징 덕분에 TDF는 퇴직연금 투자자들에게 안정적인 자산운용을 제공하는 상품입니다."
T008,1,최근 1년 수익률이 높은 상품 5개 보여줘,PASS,10,PRODUCT_PERFORMANCE_LOOKUP,product,product,product,product|postgres|enterprise_rag|enterprise_document,True,True,False,{'matched': 206},475.0,,,"상품 DB에서 확인된 결과입니다.
1. 삼성퇴직연금KOSPI200증권자투자신탁 제1호[주식] / 클래스 수수료미징구-오프라인-퇴직연금(C) / 위험등급 2(높은위험) / 총보수 연 0.59% / 1Y 수익률 99.84% / 출처 R2_KR5114450270.pdf
2. 한국투자인덱스플러스증권투자신탁1호(주식-파생형) / 클래스 수수료미징구(C) / 위험등급 2(높은 위험) / 1Y 수익률 74% / 출처 R2_KR5113470030.pdf
3. 미래에셋코어밸류연금저축증권전환형자투자신탁1호(주식) / 클래스 수수료미징구-온라인-개인연금(C-e) / 위험등급 2(높은 위험) / 총보수 연 1.065% / 1Y 수익률 68.88% / 출처 R2_KR510902777M.pdf
4. 미래에셋코어밸류연금저축증권전환형자투자신탁1호(주식) / 클래스 수수료미징구-오프라인-개인연금(C) / 위험등급 2(높은 위험) / 총보수 연 1.54% / 1Y 수익률 68.12% / 출처 R2_KR510902777M.pdf
5. 미래에셋고배당포커스연금저축증권전환형자투자신탁1호(주식) / 클래스 수수료미징구-온라인-개인연금(C-e) / 위험등급 3(다소 높은 위험) / 총보수 연 1.065% / 1Y 수익률 42.77% / 출처 R2_KR510902773M.pdf
근거 출처: 투자설명서 / 상품 DB 기준."
T009,1,위험등급 3등급 이하 상품만 보여줘,PASS,10,PRODUCT_RISK_LOOKUP|PRODUCT_RISK_FILTER,product,product,product,product|postgres|enterprise_rag|enterprise_document,True,True,False,{'matched': 56},155.2,,,"다음 5개를 보여드리겠습니다.
상품 DB에서 확인된 결과입니다.
1. KB 그로스 포커스 증권 자투자신탁(주식) / 클래스 수수료미징구(C-E) / 위험등급 2(높은 위험) / 총보수 연 1.713% / 출처 R2_KR5127450117.pdf
2. KB 그로스 포커스 증권 자투자신탁(주식) / 클래스 수수료미징구-오프라인(C) / 위험등급 2(높은 위험) / 총보수 연 2.223% / 출처 R2_KR5127450117.pdf
3. KB 그로스 포커스 증권 자투자신탁(주식) / 클래스 수수료선취-오프라인(A) / 위험등급 2(높은 위험) / 총보수 연 1.306% / 출처 R2_KR5127450117.pdf
4. KB 그로스 포커스 증권 자투자신탁(주식) / 클래스 수수료선취-온라인(A-E) / 위험등급 2(높은 위험) / 총보수 연 1.014% / 출처 R2_KR5127450117.pdf
5. KB 코리아 밸류업 액티브 증권 자투자신탁(주식) / 클래스 수수료미징구-오프라인(C) / 위험등급 2(높은 위험) / 총보수 연 1.66% / 출처 R2_KR5127450473.pdf
근거 출처: 투자설명서 / 상품 DB 기준."
T010,1,TDF 상품 중 총보수가 낮은 순서대로 보여줘,PASS,10,PRODUCT_FEE_FILTER|PRODUCT_FEE_SORT,product,product,product,product|postgres|enterprise_rag|enterprise_document,True,True,False,{'matched': 42},113.1,,,"다음 2개를 보여드리겠습니다.
상품 DB의 총보수 값으로 정렬한 결과입니다.
1. 미래에셋라이프사이클7090연금증권전환형자투자신탁1호(채권) / 클래스 종류C-0 / 위험등급 5(낮은 위험) / 총보수 연 0.15% / 출처 R2_KR5153420022.pdf
2. 미래에셋라이프사이클2030연금증권전환형자투자신탁1호(주식) / 클래스 수수료미징구-온라인-개인연금(C-e) / 위험등급 2(높은 위험) / 총보수 연 1.06% / 출처 R2_KR5153450112.pdf
근거 출처: 투자설명서 / 상품 DB 기준."
T011,1,"이 상품의 1년, 3년, 5년 수익률을 보여줘",PASS,10,CLARIFY|PRODUCT_PERFORMANCE_LOOKUP,product,,product,postgres,True,False,False,clarify,33.0,,,"요청을 정확히 처리하려면 추가 정보가 필요합니다. 필요한 정보: 확인하려는 상품명.
- 어떤 상품을 말씀하시는지 상품명을 알려주세요."
T012,1,IRP에서 중도인출은 언제 가능해?,PASS,10,ACCOUNT_PROCEDURE|LEGAL_CONDITION,document+law,document|document+law|law,document|law,enterprise_rag|enterprise_document|law|external_api,False,True,True,{'matched': 7},20150.4,,,"IRP 계좌에서 중도인출은 원칙적으로 만 55세 이전에 불가능합니다. 그러나 근로자퇴직급여 보장법상 명시된 특정 사유에 해당할 경우 예외적으로 중도인출이 가능합니다. 이러한 사유에는 무주택자의 주택 구입, 「채무자 회생 및 파산에 관한 법률」에 따른 개인회생절차개시결정 또는 파산선고를 받은 경우 등이 포함됩니다.

따라서, 만 55세 이전에 IRP에서 중도인출을 고려하신다면, 먼저 자신의 계좌가 IRP인지 확인하고, 근로자퇴직급여 보장법상 중도인출 사유에 해당하는지 확인해야 합니다. 만약 해당하지 않는다면 중도인출이 불가능하므로, 계좌를 해지하여 전액 일시금으로 인출하는 방법밖에 없습니다.

출처: doc20.docx, 1페이지; doc47.pdf, 1페이지; doc51.docx, 1페이지."
T013,1,그냥 예시로 안정형 투자자라면 어떻게 추천해?,PASS,10,EXAMPLE_RESPONSE|CLARIFY_EXAMPLE|HYPOTHETICAL_EXAMPLE,conversation,,conversation,,False,False,False,success,1.0,,,예시로 안정형 투자자라면 원금 변동을 낮추는 방향에서 위험등급이 낮고 채권 비중이 높은 후보를 먼저 비교할 수 있습니다. 이는 실제 상품 추천이 아니라 예시 시나리오입니다. 실제 추천에는 투자기간과 감내 위험을 확인합니다.
T014,1,근거 문장을 보여줘,PASS,10,PRODUCT_LOOKUP|EVIDENCE_REQUEST,product,,product,product|postgres|enterprise_rag|enterprise_document,True,True,False,{'matched': 151},423.1,,,"다음 5개를 보여드리겠습니다.
상품 DB에서 확인된 결과입니다.
1. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료미징구-오프라인(C) / 위험등급 5(낮은 위험) / 총보수 연 0.55% / 출처 R2_KR5131420025.pdf
2. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료미징구-오프라인(C-F) / 위험등급 5(낮은 위험) / 출처 R2_KR5131420025.pdf
3. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료미징구-온라인(C-E) / 위험등급 5(낮은 위험) / 총보수 연 0.3% / 출처 R2_KR5131420025.pdf
4. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료선취-오프라인(A) / 위험등급 5(낮은 위험) / 총보수 연 0.25% / 출처 R2_KR5131420025.pdf
5. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료선취-온라인(A-E) / 위험등급 5(낮은 위험) / 총보수 연 0.175% / 출처 R2_KR5131420025.pdf
근거 출처: 투자설명서 / 상품 DB 기준."
T015,1,기업이 준 자료에 없는 내용이면 알려줘,PASS,10,GENERAL_EDUCATION|GENERAL_CONCEPT|SOURCE_COVERAGE,document,,document,enterprise_rag|enterprise_document,False,True,False,{'matched': 3},6810.3,,,"사용자님께서 요청하신 기업 제공 자료에 없는 내용을 확인해드리겠습니다.

1. **연금 수령 시점**: 자료에 명시된 바가 없어 확인이 어렵습니다.
2. **세액공제**: 자료에 명시된 바가 없어 확인이 어렵습니다.
3. **납입 가능 여부**: 자료에 명시된 바가 없어 확인이 어렵습니다.

이 외에 추가적인 질문이 있으시면 말씀해주세요. 최대한 도움을 드리겠습니다."
T016,1,"DC와 DB, 퇴직금이 정해지는 방식이랑 운용 주체가 어떻게 다른가요?",PASS,10,GENERAL_EDUCATION|GENERAL_CONCEPT,document,document,document,enterprise_rag|enterprise_document,False,True,False,{'matched': 5},9040.0,,,"사용자님의 질문은 DC와 DB, 퇴직금이 정해지는 방식과 운용 주체에 관한 것입니다.

1. **퇴직금제도**:
   - 퇴직금제도는 회사가 근로자 퇴직 시 직접 퇴직급여를 지급하는 방식입니다.

2. **확정급여형 퇴직연금제도(DB제도)**:
   - 회사가 퇴직급여 지급을 위해 자금을 금융기관에 적립하고 운용합니다.
   - 퇴직급여는 퇴직 시 평균임금 × 계속근로기간(근속연수)으로 산정됩니다.
   - 운용 주체는 회사입니다.

3. **확정기여형 퇴직연금제도(DC제도)**:
   - 회사가 매년 정해진 기여금(부담금)을 금융기관에 적립해줍니다.
   - 근로자가 직접 이 자금을 운용하며, 퇴직급여는 기여금(부담금) 누계액 ± 운용손익으로 산정됩니다.
   - 운용 주체는 근로자입니다.

따라서, DB제도는 회사가 적립금 운용 주체이고, DC제도는 근로자가 적립금을 운용하는 주체라는 점에서 차이가 있습니다."
T017,1,연금저축이랑 IRP에 넣으면 세액공제 얼마까지 되나요? 다 합쳐서요.,PASS,9,GENERAL_EDUCATION|GENERAL_CONCEPT,document+calculation,calculation|document|document+law,document|calculation,enterprise_rag|enterprise_document|law|external_api|calculation,False,True,True,{'matched': 7},10997.1,,,"연금저축과 IRP를 합한 연간 납입 한도는 18,000,000원입니다. 세액공제 대상 납입액 한도는 합산 연 9,000,000원이며, 이 중 연금저축 납입액은 연 6,000,000원까지 세액공제 대상에 포함됩니다. 합산 한도 9,000,000원을 채우려면 나머지 3,000,000원을 IRP에 납입해야 합니다. 지방소득세를 포함한 실효 공제율은 소득구간에 따라 약 16.5% 또는 약 13.2%가 적용됩니다. 실제 공제세액은 소득구간과 실제 납입액에 따라 달라집니다."
